,Filename,File Extension,Time Created,Time Modified
127,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(102.27)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 15:56:13,2020-03-17 15:56:13
128,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(102.27)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
129,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(102.27)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 15:58:46,2020-03-17 15:58:46
130,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(102.53)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
131,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(102.53)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 16:00:47,2020-03-17 16:00:47
132,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1020)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
133,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1020)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 16:02:58,2020-03-17 16:02:59
134,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1021.21)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
135,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1021.21)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-03-17 16:04:41,2020-03-17 16:04:41
136,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1022.47)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
137,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1022.47)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-03-17 16:06:24,2020-03-17 16:06:24
138,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1022.98)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
139,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1022.98)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 16:08:08,2020-03-17 16:08:08
140,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1027.78)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
141,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1027.78)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 16:09:51,2020-03-17 16:09:51
142,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1027.78)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:38
143,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1027.78)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-03-17 16:11:37,2020-03-17 16:11:38
144,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1028.28)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
145,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1028.28)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 16:13:23,2020-03-17 16:13:23
146,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.03)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
147,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.03)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 16:15:08,2020-03-17 16:15:08
148,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.03)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
149,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.03)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 16:17:26,2020-03-17 16:17:26
150,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.54)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
151,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.54)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 16:19:26,2020-03-17 16:19:26
152,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.54)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
153,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(103.54)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 16:21:16,2020-03-17 16:21:16
154,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1030)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
155,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1030)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 16:23:35,2020-03-17 16:23:35
156,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1031.82)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
157,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1031.82)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 16:25:16,2020-03-17 16:25:16
158,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1034.09)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
159,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1034.09)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 16:26:58,2020-03-17 16:26:58
160,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1034.85)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:38
161,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1034.85)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-03-17 16:28:39,2020-03-17 16:28:40
162,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1036.36)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
163,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1036.36)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 16:30:20,2020-03-17 16:30:20
164,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.29)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
165,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.29)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 16:32:00,2020-03-17 16:32:01
166,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.55)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
167,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.55)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 16:33:59,2020-03-17 16:33:59
168,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.55)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
169,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.55)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 16:36:05,2020-03-17 16:36:06
170,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.8)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
171,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.8)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-03-17 16:37:55,2020-03-17 16:37:55
172,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.8)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
173,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(104.8)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 16:43:33,2020-03-17 16:43:34
174,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1040)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:38
175,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1040)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 16:46:04,2020-03-17 16:46:04
176,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1040.4)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:38
177,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1040.4)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-03-17 16:47:46,2020-03-17 16:47:46
178,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1041.41)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
179,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1041.41)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 16:49:28,2020-03-17 16:49:29
180,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1042.42)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
181,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1042.42)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-03-17 16:51:12,2020-03-17 16:51:12
182,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1045.45)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
183,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1045.45)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 16:52:57,2020-03-17 16:52:57
184,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1046.97)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
185,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1046.97)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 16:54:42,2020-03-17 16:54:42
186,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1047.22)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
187,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1047.22)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-03-17 16:56:24,2020-03-17 16:56:24
188,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1049.75)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
189,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1049.75)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 16:58:08,2020-03-17 16:58:08
190,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(105.05)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
191,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(105.05)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 16:59:52,2020-03-17 16:59:52
192,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1050)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
193,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1050)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 17:01:49,2020-03-17 17:01:49
194,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1053.03)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
195,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1053.03)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 17:03:31,2020-03-17 17:03:31
196,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1054.55)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
197,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1054.55)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-03-17 17:05:12,2020-03-17 17:05:12
198,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1054.55)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
199,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1054.55)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 17:06:58,2020-03-17 17:06:59
200,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1059.6)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
201,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1059.6)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-03-17 17:08:41,2020-03-17 17:08:41
202,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1059.85)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
203,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1059.85)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 17:10:25,2020-03-17 17:10:25
204,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
205,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 17:12:07,2020-03-17 17:12:07
206,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
207,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 17:13:56,2020-03-17 17:13:57
208,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
209,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 17:16:20,2020-03-17 17:16:20
210,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
211,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.06)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 17:18:31,2020-03-17 17:18:31
212,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.82)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
213,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(106.82)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 17:20:31,2020-03-17 17:20:31
214,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1060)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
215,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1060)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 17:22:23,2020-03-17 17:22:24
216,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1062.37)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
217,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1062.37)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-03-17 17:24:03,2020-03-17 17:24:03
218,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1063.13)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
219,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1063.13)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 17:25:45,2020-03-17 17:25:46
220,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1065.66)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
221,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1065.66)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 17:27:29,2020-03-17 17:27:29
222,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1066.67)_In_PlaneAnis_K(30000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
223,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1066.67)_In_PlaneAnis_K(30000)_Ratio(1).out,out,2020-03-17 17:29:12,2020-03-17 17:29:12
224,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1067.68)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
225,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1067.68)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 17:30:57,2020-03-17 17:30:57
226,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.07)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
227,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.07)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 17:32:45,2020-03-17 17:32:45
228,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.32)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
229,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.32)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 17:34:39,2020-03-17 17:34:39
230,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.58)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
231,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.58)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 17:32:22,2020-03-17 17:32:22
232,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.83)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
233,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(107.83)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 17:34:26,2020-03-17 17:34:26
234,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1070)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
235,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1070)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 17:36:29,2020-03-17 17:36:29
236,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1071.97)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
237,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1071.97)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 17:38:11,2020-03-17 17:38:11
238,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1072.73)_In_PlaneAnis_K(80000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
239,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1072.73)_In_PlaneAnis_K(80000)_Ratio(1).out,out,2020-03-17 17:40:00,2020-03-17 17:40:00
240,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1074.24)_In_PlaneAnis_K(20000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
241,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1074.24)_In_PlaneAnis_K(20000)_Ratio(1).out,out,2020-03-17 17:41:50,2020-03-17 17:41:50
242,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1078.28)_In_PlaneAnis_K(70000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
243,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1078.28)_In_PlaneAnis_K(70000)_Ratio(1).out,out,2020-03-17 17:43:43,2020-03-17 17:43:43
244,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1078.79)_In_PlaneAnis_K(40000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:38
245,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1078.79)_In_PlaneAnis_K(40000)_Ratio(1).out,out,2020-03-17 17:45:35,2020-03-17 17:45:36
246,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(108.59)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
247,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(108.59)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 17:48:08,2020-03-17 17:48:08
248,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(108.59)_In_PlaneAnis_K(50000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
249,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(108.59)_In_PlaneAnis_K(50000)_Ratio(1).out,out,2020-03-17 17:54:19,2020-03-17 17:54:19
250,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1080)_In_PlaneAnis_K(0)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:38
251,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1080)_In_PlaneAnis_K(0)_Ratio(1).out,out,2020-03-17 18:01:27,2020-03-17 18:01:28
252,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1080.81)_In_PlaneAnis_K(100000)_Ratio(1).mx3,mx3,2020-03-17 12:45:06,2020-03-17 12:00:39
253,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1080.81)_In_PlaneAnis_K(100000)_Ratio(1).out,out,2020-03-17 18:07:17,2020-03-17 18:07:18
254,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1082.32)_In_PlaneAnis_K(10000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:38
255,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1082.32)_In_PlaneAnis_K(10000)_Ratio(1).out,out,2020-03-17 18:12:45,2020-03-17 18:12:45
256,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1084.34)_In_PlaneAnis_K(60000)_Ratio(1).mx3,mx3,2020-03-17 12:45:05,2020-03-17 12:00:39
257,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1084.34)_In_PlaneAnis_K(60000)_Ratio(1).out,out,2020-03-17 18:17:09,2020-03-17 18:17:09
258,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1085.61)_In_PlaneAnis_K(90000)_Ratio(1).mx3,mx3,2020-03-17 12:45:07,2020-03-17 12:00:39
259,In_Plane_Field\In_Plane_Anis\EasyAxis\ThinFilmFMR_BInPlane(1085.61)_In_PlaneAnis_K(90000)_Ratio(1).out,out,2020-03-17 18:22:43,2020-03-17 18:22:44
